csvbase_row_id,Datum,Förmiddag / Eftermiddag,Skola / Grupp,Klass,Art,Element,Del,Sida,Region,Antal fragment,Vikt (g),Mĺtt (mm),Fusionering,Tandslitage ,Ĺlder,Kön,Weathering,Trampling,Gnag,Eldpĺverkan,Slaktspĺr,Bearbetning,Patologi,Kommentar,Övrigt,col26
1050,2023-09-04,EM,BMLS-skolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"0,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1050
1051,2023-09-04,EM,BMLS-skolan,5A+B,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,3",,,,,,,,,,,,,Obestämbara tandfragment,,1051
1052,2023-09-04,EM,BMLS-skolan,5A+B,Svin (Sus sp.),Dens,M,,Tänder,1,"0,5",,,,,,,,,,,,,Svinmolarfragment,,1052
1053,2023-09-04,EM,BMLS-skolan,5A+B,Svin (Sus sp.),Dens,Canine,,Tänder,1,"0,4",,,,,F?,,,,,,,,"Svinbetefragment, okänd sida, läge och kön. Misstänker hona",,1053
1054,2023-09-04,EM,BMLS-skolan,5A+B,Svin (Sus sp.),Dens,dPM1-,,Tänder,1,"0,2",,,,,,,,,,,,,"Mjölktand, första premolar frĺn svins underkäke. Osäker sida",,1054
1055,2023-09-04,EM,BMLS-skolan,5A+B,Nötkreatur (Bos taurus),Dens,I1-,Dexter,Tänder,1,"2,1",,,,,,,,,,,,,Första framtanden frĺn nötkreaturs högra underkäke,,1055
1056,2023-09-12,EM,Ljungenskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,4",,,,,,,,,,,,,Obestämbara fragment,,1056
1057,2023-09-12,EM,Ljungenskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"1,9",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1057
1058,2023-09-12,EM,Ljungenskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,4",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,1058
1059,2023-09-12,EM,Ljungenskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"0,8",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1059
1060,2023-09-12,EM,Ljungenskolan,5A+B,Däggdjur (Mammalia),Phalange proximale,"Distal diafys, distal epifys",,Nedre extremitet,1,"0,1",,,,,,,,,W,,,,Vitbränt fragment av första falang frĺn okänd art,,1060
1061,2023-09-12,EM,Ljungenskolan,5A+B,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"1,4",,,,,,,,,,H,,,"Obestämbrt rörbensfragment, kapad",,1061
1062,2023-09-12,EM,Ljungenskolan,5A+B,Nötkreatur (Bos taurus),Os sesamoideum,Komplett,,Nedre extremitet,1,"1,9",,,,,,,,,,,,,Sesamben frĺn nötkreatur,,1062
1063,2023-09-12,EM,Ljungenskolan,5A+B,Svin (Sus sp.),Dens,M,,Tänder,1,"0,2",,,,,,,,,,,,,Svinmolarfragment,,1063
1064,2023-09-12,EM,Ljungenskolan,5A+B,Idisslare (Ruminantia),Dentes,,,Tänder,2,"0,6",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1064
1065,2023-09-12,EM,Ljungenskolan,5A+B,Torsk (Gadus morhua),Vertebrae caudalis,,,Bĺl,1,"0,5",,,,,,,,,,,,,Kota frĺn torsk,,1065
1066,2023-09-12,EM,Ljungenskolan,5A+B,Abborre (Perca fluviatilis),Vertebrae caudalis,,,Bĺl,1,"0,1",,,,,,,,,,,,,Kota frĺn abborre,,1066
1067,2023-07-14,FM,Ark.utg.familj,,Sill (Clupea harengus),Vertebrae caudalis,,,Bĺl,1,<0.1,,,,,,,,,,,,,Kota frĺn sill,,1067
1068,2023-09-14,FM,Sĺnnaskolan,5A+B,Sill (Clupea harengus),Vertebrae caudalis,,,Bĺl,1,<0.1,,,,,,,,,,,,,Kota frĺn sill,,1068
1069,2023-10-29,EM,Ark.utg.familj,,Sill (Clupea harengus),Vertebrae caudalis,,,Bĺl,1,"0,1",,,,,,,,,,,,,Kota frĺn sill,,1069
1070,2023-09-18,EM,Ljungenskolan,5C+D,Torsk (Gadus morhua),Vertebrae craniale,,,Bĺl,1,"1,5",,,,,,,,,,,,,Kota frĺn torsk,,1070
1071,2023-10-24,EM,Fröknegĺrdskolan,5A+B,Torsk (Gadus morhua),Vertebrae craniale 1,,,Bĺl,1,"1,2",,,,,,,,,,,,,Första kota frĺn torsk,,1071
1072,2024-04-08,FM,Kulltorpsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"1,3",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1072
1073,2024-04-08,FM,Kulltorpsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"1,1",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1073
1074,2024-04-10,FM,Ballingslövs skola,,Nötkreatur (Bos taurus),Vertebrae caudalis,"Proximal epifys, Corpus",,Bĺl,1,"6,8",,Cranial: Fuc-; Caudal: U,,,,,,,,,,,Svanskota frĺn ung nötkreatur,,1074
1075,2024-04-10,FM,Ballingslövs skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,5",,,,,,,,,G,,,,"Grĺbrända fragment, okänd art",,1075
1076,2024-04-10,FM,Ballingslövs skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"1,4",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1076
1077,2024-04-04,FM,Georghillsskolan,5E+F,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"6,3",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1077
1078,2024-04-04,FM,Georghillsskolan,5E+F,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"2,2",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1078
1079,2024-04-10,FM,Farstorps skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,9",,,,,,,,,Y,,,,"Gulbrända fragment, okänd art",,1079
1080,2024-04-10,FM,Farstorps skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"3,9",,,,,,,,,R,,,,"Rödbrunbrända fragment, okänd art",,1080
1081,2024-04-10,FM,Farstorps skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,6",,,,,,,,,W,,,,"Vitbränt fragment, okänd art",,1081
1082,2024-04-10,FM,Farstorps skola,,Däggdjur (Mammalia),Dentes,,,Tänder,2,"1,3",,,,,,,,,,,,,Obestämbara tandfragment,,1082
1083,2024-04-10,FM,Farstorps skola,,Gnagare (Rodentia),Dens,Incisive,,Tänder,1,"<0,1",,,,,,,,,,,,,Framtand frĺn gnagare,,1083
1084,2024-04-02,EM,Vĺrfruskolan,12A+B,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"5,1",,,,,,,,,G,C,,,"Grĺbränt rörbensfragment, okänd art. Skärspĺr",,1084
1085,2024-04-02,EM,Vĺrfruskolan,12A+B,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"3,3",,,,,,,,,B,,,,"Svartbränt rörbensfragment, okänd art",,1085
1086,2024-04-02,EM,Vĺrfruskolan,12A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"<0,1",,,,,,,,,W,,,,"Vitbränt fragment, okänd art",,1086
1087,2023-11-07,EM,Järnĺkraskolan,12B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,1087
1088,2023-11-07,EM,Järnĺkraskolan,12B,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1088
1089,2023-11-07,EM,Järnĺkraskolan,12B,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,2",,,,,,,,,,,,,Obestämbart tandfragment,,1089
1090,2023-11-07,EM,Järnĺkraskolan,12B,Svin (Sus sp.),Dens,M,,Tänder,1,"0,1",,,,,,,,,,,,,Svinmolarfragment,,1090
1091,2023-11-07,EM,Järnĺkraskolan,12B,Fisk (Pisces),Obestämd,,,Okänd,1,"<0,1",,,,,,,,,,,,,Obestämbart fiskfragment,,1091
1092,2023-11-07,EM,Järnĺkraskolan,12B,Svin (Sus sp.),Dens,M,,Tänder,1,"1,8",,,,,,,,,,,,,Svinmolarfragment,,1092
1093,2023-10-15,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"1,3",,,,,,,,,,,,,Obestämbara fragment,,1093
1094,2023-10-15,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,3",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1094
1095,2023-10-15,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,W,,,,"Vitbränt fragment, okänd art",,1095
1096,2023-10-15,EM,Ark.utg.familj,,Fĺr/get (Ovis/capra),Os sesamoideum,Komplett,,Nedre extremitet,1,"0,5",,,,,,,,,,,,,Sesamben frĺn fĺr/get,,1096
1097,2023-10-15,EM,Ark.utg.familj,,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,4",,,,,,,,,,,,,Obestämbara tandfragment,,1097
1098,2023-10-15,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"<0,1",,,,,,,,,,,,,Obestämbart fragment,,1098
1099,2023-08-03,FM,Ark.utg.familj,,Nötkreatur (Bos taurus),Dens,PM,,Tänder,1,"1,8",,,,,,,,,,,,,Premolarfragment frĺn nötkreatur,,1099
1100,2023-08-03,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,4,"2,7",,,,,,,,,,,,,Obestämbara fragment,,1100
1101,2023-08-03,FM,Ark.utg.familj,,Obestämd,Obestämd,,,Okänd,1,"0,2",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,1101
1102,2023-08-03,FM,Ark.utg.familj,,Obestämd,Obestämd,,,Okänd,1,"0,4",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,1102
1103,2023-08-03,FM,Ark.utg.familj,,Obestämd,Obestämd,,,Okänd,4,"0,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1103
1104,2023-09-23,EM,Ark.utg.familj,,Obestämd,Obestämd,,,Okänd,1,"0,1",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,1104
1105,2023-09-23,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,2,,,,,,,,,,,,,Obestämbart fragment med ledyta,,1105
1106,2023-09-23,EM,Ark.utg.familj,,Svin (Sus sp.),Dens,M,,Tänder,1,"0,3",,,,,,,,,,,,,Svinmolarfragment,,1106
1107,2023-09-23,EM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Tänder,3,"0,5",,,,,,,,,,,,,Obestämbara tandfragment,,1107
1108,2024-04-16,FM,Byavĺngsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,4",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1108
1109,2024-04-16,FM,Byavĺngsskolan,5A+B,Däggdjur (Mammalia),Dentes,,,Tänder,4,"0,8",,,,,,,,,,,,,Obestämbara tandfragment,,1109
1110,2024-04-16,FM,Byavĺngsskolan,5A+B,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,3",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1110
1111,2024-04-16,FM,Byavĺngsskolan,5A+B,Fĺr/get (Ovis/capra),Dens,M,,Tänder,1,"1,2",,,,,,,,,,,,,Molarfragment frĺn fĺr/get,,1111
1112,2024-04-16,FM,Byavĺngsskolan,5A+B,Svin (Sus sp.),Dens,M,,Tänder,1,"0,2",,,,,,,,,,,,,Svinmolarfragment,,1112
1113,2024-04-15,EM,Lerbäckskolan,12A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,6,"2,2",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1113
1114,2024-04-15,EM,Lerbäckskolan,12A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,4",,,,,,,,,G,,,,"Grĺbrända fragment, okänd art",,1114
1115,2024-04-15,EM,Lerbäckskolan,12A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,9,"8,9",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1115
1116,2024-04-15,EM,Lerbäckskolan,12A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,5",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,1116
1117,2024-04-15,EM,Lerbäckskolan,12A+B,Däggdjur (Mammalia),Dentes,,,Tänder,11,"1,8",,,,,,,,,,,,,Obestämbara tandfragment,,1117
1118,2024-04-15,EM,Lerbäckskolan,12A+B,Idisslare (Ruminantia),Dentes,,,Tänder,3,"0,8",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1118
1119,2024-04-15,FM,Lindesborgsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"4,3",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1119
1120,2024-04-15,FM,Lindesborgsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,4,"4,1",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1120
1121,2024-04-11,EM,Sveriges lantbruksuniversitet,Landskapsarkitekterstudenteer,Obestämd,Obestämd,,,Okänd,1,"0,2",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,1121
1122,2024-04-11,EM,Sveriges lantbruksuniversitet,Landskapsarkitekterstudenteer,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,4",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,1122
1123,2024-04-11,EM,Sveriges lantbruksuniversitet,Landskapsarkitekterstudenteer,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"1,2",,,,,,,,,G,,,,"Grĺbränt fragment, okänd art",,1123
1124,2024-04-11,EM,Sveriges lantbruksuniversitet,Landskapsarkitekterstudenteer,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,6",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1124
1125,2024-04-11,EM,Sveriges lantbruksuniversitet,Landskapsarkitekterstudenteer,Svin (Sus sp.),Dens,Incisive+,,Tänder,1,"2,2",,,,,,,,,,,,,Framtand frĺn svins högra överkäke. Troligt hack vid roten,,1125
1126,2024-04-11,EM,Sveriges lantbruksuniversitet,Landskapsarkitekterstudenteer,Idisslare (Ruminantia),Dens,,,Tänder,1,"<0,1",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1126
1127,2024-04-11,EM,Sveriges lantbruksuniversitet,Landskapsarkitekterstudenteer,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,4",,,,,,,,,,,,,"Obestämbar tandfragment, möjlig svin. Möjligt skärspĺr pĺ roten, ca 3mm under emaljen, hänge?",,1127
1128,2024-04-11,EM,Sveriges lantbruksuniversitet,Landskapsarkitekterstudenteer,Partĺig hovdjur (Artiodactyla),Metapod,,,Nedre extremitet,1,"1,7",,,,,,,,,,,,,"Ledytefragment frĺn mellanhand/fotsben, okänd art, troligen nötkreatur",,1128
1129,2024-04-10,FM,Ballingslövs skola,,Idisslare (Ruminantia),Dentes,,,Tänder,2,"0,8",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1129
1130,2024-04-10,FM,Ballingslövs skola,,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,4",,,,,,,,,,,,,Obestämbart tandfragment,,1130
1131,2024-04-18,FM,Vollsjö skolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,9",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,1131
1132,2024-04-18,FM,Vollsjö skolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,5",,,,,,,,,B,,,,Svartbränt fragment,,1132
1133,2024-04-18,FM,Vollsjö skolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,1,,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1133
1134,2024-04-18,FM,Vollsjö skolan,,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,1",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1134
1135,2024-04-18,FM,Vollsjö skolan,,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,6",,,,,,,,,,,,,Obestämbara tandfragment,,1135
1136,2024-04-18,FM,Vollsjö skolan,,Nötkreatur (Bos taurus),Dens,PM,,Tänder,1,"1,3",,,,,,,,,,,,,Premolarfragment frĺn nötkreatur,,1136
1137,2024-04-18,FM,Vollsjö skolan,,Svin (Sus sp.),Dens,PM,,Tänder,1,"0,5",,,,,,,,,,,,,Premolarfragment frĺn svin,,1137
1138,2024-04-18,FM,S:t Olof skola,,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"3,4",,,,,,,,,R,,,,"Rödbrunbränt revbensfragment, okänd art. Sannolikt fĺr/get",,1138
1139,2024-04-18,FM,S:t Olof skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,4,"4,1",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1139
1140,2024-04-18,FM,S:t Olof skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,7",,,,,,,,,B,H,,,"Svartbränt fragment, okänd art. Kapad",,1140
1141,2024-04-18,FM,S:t Olof skola,,Svin (Sus sp.),Dens,M,,Tänder,1,"0,6",,,,,,,,,,,,,Svinmolarfragment,,1141
1142,2024-04-18,FM,S:t Olof skola,,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,6",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1142
1143,2024-04-17,FM,Backaskolan,5 Rosa+Grön,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"1,1",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,1143
1144,2024-04-17,FM,Backaskolan,5 Rosa+Grön,Däggdjur (Mammalia),Os longum,Diafys,,Okänd,1,"1,3",,,,,,,,,B,,,,"Svartbränt rörbensfragment, okänd art",,1144
1145,2024-04-17,FM,Backaskolan,5 Rosa+Grön,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,1",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1145
1146,2024-04-17,FM,Backaskolan,5 Rosa+Grön,Däggdjur (Mammalia),Dentes,,,Tänder,5,"0,7",,,,,,,,,,,,,Obestämbara tandfragment,,1146
1147,2024-04-17,FM,Backaskolan,5 Rosa+Grön,Idisslare (Ruminantia),Dentes,,,Tänder,3,"0,7",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1147
1148,2024-04-17,FM,Backaskolan,5 Rosa+Grön,Nötkreatur (Bos taurus),Dens,M,,Tänder,1,"4,8",,,,,,,,,,,,,Molarfragment frĺn nötkreatur,,1148
1149,2023-04-24,EM,Nyvĺngskolan,11C+D,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,6",,,,,,,,,W,,,,Grĺvitbränt fragment,,1149
1150,2023-04-24,EM,Nyvĺngskolan,11C+D,Däggdjur (Mammalia),Obestämd,,,Okänd,6,"2,9",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1150
1151,2023-04-24,EM,Nyvĺngskolan,11C+D,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"1,5",,,,,,,,,,H,,,"Obestämbart fragment, kapad",,1151
1152,2023-04-24,EM,Nyvĺngskolan,11C+D,Svin (Sus sp.),Dentes,M,,Tänder,4,"3,4",,,,,,,,,,,,,Svinmolarfragment,,1152
1153,2023-04-24,EM,Nyvĺngskolan,11C+D,Däggdjur (Mammalia),Dentes,,,Tänder,4,"1,2",,,,,,,,,,,,,Obestämbara tandfragment,,1153
1154,2023-04-24,EM,Nyvĺngskolan,11C+D,Svin (Sus sp.),Dens,M,,Tänder,1,"1,7",,,Inget slitage,Ej frambrutit,,,,,,,,,"Svinmolarfragment, inget slitage ej frambrutit",,1154
1155,2023-04-24,EM,Nyvĺngskolan,11C+D,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,9",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1155
1156,2023-04-24,EM,Nyvĺngskolan,11C+D,Svin (Sus sp.),Dens,I2+,Dexter,Tänder,1,"0,9",,,,,,,,,,,,,Andra framtanden frĺn svins högra överkäke,,1156
1157,2023-04-24,EM,Nyvĺngskolan,11C+D,Svin (Sus sp.),Dens,I2+,Dexter,Tänder,1,"0,9",,,,,,,,,,,,,Andra framtanden frĺn svins högra överkäke,,1157
1158,2023-04-24,EM,Nyvĺngskolan,11C+D,Svin (Sus sp.),Dens,M1+,Dexter,Tänder,1,"1,7",,,,,,,,,,,,,Första molar frĺn svins högra överkäke,,1158
1159,2023-04-24,EM,Nyvĺngskolan,11C+D,Däggdjur (Mammalia),Costae,Corpus,,Bĺl,2,"5,3",,,,,,,,,,,,,Obestämbara revbensfragment,,1159
1160,2023-04-24,EM,Nyvĺngskolan,11C+D,Däggdjur (Mammalia),Os longum,Corpus,,Okänd,1,"1,9",,,,,,,,,,S,Ja,,"Obestämbrt rörbensfragment, sĺgad/bearbetad",,1160
1161,2023-04-24,EM,Nyvĺngskolan,11C+D,Däggdjur (Mammalia),Vertebrae,,,Bĺl,1,"0,7",,,,,,,,,,,,,Obestämbart kotfragment,,1161
1162,2023-04-24,EM,Nyvĺngskolan,11C+D,Nötkreatur (Bos taurus),Scapula,"Cavitas glenoidalis, collum",Sinister,Övre extremitet,1,"13,7",,F,,,,,,,,,,,Skulderbladfragment frĺn nötkreatur,"Bör analyseras igen, osäker art",1162
1163,2023-04-24,EM,Nyvĺngskolan,11C+D,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"1,4",,,,,,,,,,,,,Obestämbart fragment,Möjligt bestämbar,1163
1164,2023-04-24,EM,Nyvĺngskolan,11C+D,Fĺr/get (Ovis/capra),Phalange proximale,"Diafys, distal epifys",,Nedre extremitet,1,"0,8",,F,,,,,,,,,,,Fragment av första falang frĺn fĺr/get,,1164
1165,2023-11-07,EM,Järnĺkraskolan,12B,Slidhornsdjur (Bovidae),Cornu,,,Huvud,1,"1,5",,,,,,,,,,,,,Hornfragment frĺn slidhornsdjur,,1165
1166,2023-11-07,EM,Järnĺkraskolan,12B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"8,5",,,,,,,,,,,,,Obestämbart fragment med ledyta. Frĺn större däggdjur,,1166
1167,2023-11-07,EM,Järnĺkraskolan,12B,Obestämd,Obestämd,,,Okänd,1,"0,3",,,,,,,,,,,,,Obestämbart fragment. Misstänker pars petrosa frĺn fĺr/get men kunde ej bekräfta,Möjligt bestämbar,1167
1168,2023-06-30,FM,Ark.utg.familj,,Obestämd,Obestämd,,,Okänd,1,"0,3",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,1168
1169,2023-09-16,EM,Ark.utg.familj,,Obestämd,Obestämd,,,Okänd,2,"1,1",,,,,,,,,R,,,,"Rödbrunbrända fragment, okänd art",,1169
1170,2023-09-16,EM,Ark.utg.familj,,Obestämd,Obestämd,,,Okänd,1,"0,1",,,,,,,,,G,,,,"Grĺvitbränt fragment, okänd art",,1170
1171,2023-09-16,EM,Ark.utg.familj,,Däggdjur (Mammalia),Dentes,,,Tänder,3,"0,8",,,,,,,,,,,,,Obestämbara tandfragment,,1171
1172,2023-09-16,EM,Ark.utg.familj,,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,1",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1172
1173,2023-09-16,EM,Ark.utg.familj,,Svin (Sus sp.),Dens,PM,,Tänder,1,"0,3",,,,,,,,,,,,,Premolarfragment frĺn svin,,1173
1174,2023-09-18,FM,Tollarps skola,,Obestämd,Obestämd,,,Okänd,2,"1,1",,,,,,,,,Y,,,,"Gulbrända fragment, okänd art",,1174
1175,2023-09-18,FM,Tollarps skola,,Obestämd,Obestämd,,,Okänd,3,"2,2",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1175
1176,2023-09-18,FM,Tollarps skola,,Obestämd,Obestämd,,,Okänd,1,"0,1",,,,,,,,,G,,,,"Grĺvitbränt fragment, okänd art",,1176
1177,2023-09-18,FM,Tollarps skola,,Obestämd,Obestämd,,,Okänd,3,"0,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1177
1178,2023-09-18,FM,Tollarps skola,,Däggdjur (Mammalia),Cranium,,,Huvud,1,"2,7",,,,,,,,,,,,,Kraniefragment frĺn okänd art,,1178
1179,2023-09-18,FM,Tollarps skola,,Däggdjur (Mammalia),Vertebrae,Epifys,,Bĺl,1,"2,9",,U,,,,,,,,,,,Ledytefragment frĺn okänd arts ryggkota. Sannolikt nötkreatur,,1179
1180,2023-09-18,FM,Tollarps skola,,Gnagare (Rodentia),Dens,Incisive,,Tänder,1,"<0,1",,,,,,,,,,,,,Framtandsfragment frĺn gnagare,,1180
1181,2023-09-18,FM,Tollarps skola,,Idisslare (Ruminantia),Dentes,,,Tänder,1,"0,5",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1181
1182,2023-09-18,FM,Tollarps skola,,Däggdjur (Mammalia),Dens,Incisive,,Tänder,1,"0,1",,,,,,,,,,,,,Obestämbar framtandsfragment,,1182
1183,2023-09-18,FM,Tollarps skola,,Svin (Sus sp.),Dens,M1-,Sinister,Tänder,1,"1,5",,,Inget slitage,< 4-6 mĺ,,,,,,,,,"Första molaren frĺn juvenil svins vänstra underkäke. Tanden har ingen slitage eller rot, ej brutit fram",,1183
1184,2023-09-18,FM,Tollarps skola,,Svin (Sus sp.),Dens,M,,Tänder,1,"0,7",,,,,,,,,,,,,Svinmolarfragment,,1184
1185,2023-09-05,FM,Linnéskolan,,Obestämd,Obestämd,,,Okänd,1,"0,5",,,,,,,,,,,,,Obestämbart fragment,,1185
1186,2023-09-05,FM,Linnéskolan,,Fisk (Pisces),Obestämd,,,Okänd,1,"<0,1",,,,,,,,,R,,,,Rödbrunbränt fiskbensfragment,,1186
1187,2023-09-05,FM,Linnéskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"1,2",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,1187
1188,2023-09-05,FM,Linnéskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,7",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,1188
1189,2023-09-05,FM,Linnéskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,2",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,1189
1190,2023-09-05,FM,Linnéskolan,,Däggdjur (Mammalia),Dentes,,,Tänder,4,1,,,,,,,,,,,,,Obestämbara tandfragment,,1190
1191,2023-09-05,FM,Linnéskolan,,Idisslare (Ruminantia),Dentes,,,Tänder,2,"0,5",,,,,,,,,,,,,Tandfragment frĺn idisslare,,1191
1192,2023-09-05,FM,Linnéskolan,,Svin (Sus sp.),Dentes,M,,Tänder,2,"0,6",,,,,,,,,,,,,Svinmolarfragment,,1192
1193,2023-09-05,FM,Linnéskolan,,Svin (Sus sp.),Dens,PM2+,Dexter,Tänder,1,"0,4",,,,,,,,,,,,,Andra premolar frĺn svins högra överkäke,,1193
1194,2023-09-05,FM,Linnéskolan,,Fisk (Pisces),Vertebrae,,,Bĺl,1,"0,1",,,,,,,,,,,,,"Fiskkotfragment, obestämbar art",,1194
1195,2023-09-05,FM,Linnéskolan,,Gnagare (Rodentia),Femur,"Proximal, proximal diafys",Dexter,Övre extremitet,1,"0,2",,F,,,,,,,,,,,Övre del av lĺrben frĺn gnagare,,1195
